region,latitude,longitude,available_for_hire_taxis,avg_rain_mm,total_taxi_records_from_api,taxi_api_timestamp,rain_api_timestamp,collection_time
Central,1.3,103.83,960,0.0,2132,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00
East,1.35,103.95,484,0.0,2132,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00
North,1.42,103.82,177,0.0,2132,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00
Northeast,1.37,103.88,128,0.0,2132,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00
Other,1.28,103.76,140,0.0,2132,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00
West,1.35,103.7,243,0.0,2132,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00
Central,1.3,103.83,924,0.0,2135,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00
East,1.35,103.95,456,0.0,2135,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00
North,1.42,103.82,209,0.0,2135,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00
Northeast,1.37,103.88,170,0.0,2135,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00
Other,1.28,103.76,130,0.0,2135,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00
West,1.35,103.7,246,0.0,2135,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00
Central,1.3,103.83,922,0.0,2115,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00
East,1.35,103.95,455,0.0,2115,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00
North,1.42,103.82,207,0.0,2115,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00
Northeast,1.37,103.88,146,0.0,2115,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00
Other,1.28,103.76,135,0.0,2115,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00
West,1.35,103.7,250,0.0,2115,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00
Central,1.3,103.83,856,0.0,2090,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00
East,1.35,103.95,459,0.0,2090,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00
North,1.42,103.82,210,0.0,2090,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00
Northeast,1.37,103.88,164,0.0,2090,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00
Other,1.28,103.76,117,0.0,2090,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00
West,1.35,103.7,284,0.0,2090,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00
Central,1.3,103.83,755,0.0,1932,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00
East,1.35,103.95,406,0.0,1932,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00
North,1.42,103.82,198,0.0,1932,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00
Northeast,1.37,103.88,158,0.0,1932,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00
Other,1.28,103.76,134,0.0,1932,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00
West,1.35,103.7,281,0.0,1932,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00
Central,1.3,103.83,832,0.0,1990,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00
East,1.35,103.95,436,0.0,1990,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00
North,1.42,103.82,204,0.0,1990,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00
Northeast,1.37,103.88,131,0.0,1990,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00
Other,1.28,103.76,116,0.0,1990,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00
West,1.35,103.7,271,0.0,1990,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00
Central,1.3,103.83,856,0.0,2057,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00
East,1.35,103.95,443,0.0,2057,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00
North,1.42,103.82,206,0.0,2057,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00
Northeast,1.37,103.88,151,0.0,2057,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00
Other,1.28,103.76,133,0.0,2057,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00
West,1.35,103.7,268,0.0,2057,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00
Central,1.3,103.83,908,0.0,2129,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00
East,1.35,103.95,455,0.0,2129,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00
North,1.42,103.82,186,0.0,2129,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00
Northeast,1.37,103.88,140,0.0,2129,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00
Other,1.28,103.76,134,0.0,2129,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00
West,1.35,103.7,306,0.0,2129,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00
Central,1.3,103.83,987,0.0,2294,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00
East,1.35,103.95,464,0.0,2294,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00
North,1.42,103.82,220,0.0,2294,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00
Northeast,1.37,103.88,161,0.0,2294,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00
Other,1.28,103.76,141,0.0,2294,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00
West,1.35,103.7,321,0.0,2294,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00
Central,1.3,103.83,1041,0.0,2414,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00
East,1.35,103.95,480,0.0,2414,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00
North,1.42,103.82,262,0.0,2414,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00
Northeast,1.37,103.88,152,0.0,2414,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00
Other,1.28,103.76,155,0.0,2414,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00
West,1.35,103.7,324,0.0,2414,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00
Central,1.3,103.83,1202,0.0,2593,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00
East,1.35,103.95,458,0.0,2593,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00
North,1.42,103.82,252,0.0,2593,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00
Northeast,1.37,103.88,172,0.0,2593,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00
Other,1.28,103.76,156,0.0,2593,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00
West,1.35,103.7,353,0.0,2593,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00
Central,1.3,103.83,1310,0.0,2745,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00
East,1.35,103.95,444,0.0,2745,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00
North,1.42,103.82,273,0.0,2745,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00
Northeast,1.37,103.88,176,0.0,2745,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00
Other,1.28,103.76,162,0.0,2745,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00
West,1.35,103.7,380,0.0,2745,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00
Central,1.3,103.83,1364,0.0,2729,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00
East,1.35,103.95,463,0.0,2729,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00
North,1.42,103.82,235,0.0,2729,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00
Northeast,1.37,103.88,154,0.0,2729,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00
Other,1.28,103.76,149,0.0,2729,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00
West,1.35,103.7,364,0.0,2729,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00
Central,1.3,103.83,1496,0.0,2930,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00
East,1.35,103.95,435,0.0,2930,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00
North,1.42,103.82,266,0.0,2930,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00
Northeast,1.37,103.88,177,0.0,2930,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00
Other,1.28,103.76,165,0.0,2930,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00
West,1.35,103.7,391,0.0,2930,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00
Central,1.3,103.83,1529,0.0,2882,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00
East,1.35,103.95,424,0.0,2882,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00
North,1.42,103.82,250,0.0,2882,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00
Northeast,1.37,103.88,172,0.0,2882,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00
Other,1.28,103.76,133,0.0,2882,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00
West,1.35,103.7,374,0.0,2882,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00
Central,1.3,103.83,1554,0.0,2925,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00
East,1.35,103.95,429,0.0,2925,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00
North,1.42,103.82,246,0.0,2925,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00
Northeast,1.37,103.88,163,0.0,2925,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00
Other,1.28,103.76,139,0.0,2925,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00
West,1.35,103.7,394,0.0,2925,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00
Central,1.3,103.83,1533,0.0,2841,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00
East,1.35,103.95,410,0.0,2841,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00
North,1.42,103.82,215,0.0,2841,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00
Northeast,1.37,103.88,157,0.0,2841,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00
Other,1.28,103.76,150,0.0,2841,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00
West,1.35,103.7,376,0.0,2841,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00
Central,1.3,103.83,1596,0.0,2870,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00
East,1.35,103.95,403,0.0,2870,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00
North,1.42,103.82,227,0.0,2870,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00
Northeast,1.37,103.88,134,0.0,2870,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00
Other,1.28,103.76,131,0.0,2870,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00
West,1.35,103.7,379,0.0,2870,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00
Central,1.3,103.83,1550,0.0,2854,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00
East,1.35,103.95,419,0.0,2854,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00
North,1.42,103.82,226,0.0,2854,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00
Northeast,1.37,103.88,152,0.0,2854,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00
Other,1.28,103.76,137,0.0,2854,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00
West,1.35,103.7,370,0.0,2854,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00
Central,1.3,103.83,1609,0.0,2879,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00
East,1.35,103.95,411,0.0,2879,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00
North,1.42,103.82,224,0.0,2879,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00
Northeast,1.37,103.88,143,0.0,2879,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00
Other,1.28,103.76,153,0.0,2879,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00
West,1.35,103.7,339,0.0,2879,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00
Central,1.3,103.83,1651,0.0,2943,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00
East,1.35,103.95,422,0.0,2943,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00
North,1.42,103.82,224,0.0,2943,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00
Northeast,1.37,103.88,168,0.0,2943,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00
Other,1.28,103.76,130,0.0,2943,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00
West,1.35,103.7,348,0.0,2943,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00
Central,1.3,103.83,1673,0.0,3009,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00
East,1.35,103.95,428,0.0,3009,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00
North,1.42,103.82,224,0.0,3009,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00
Northeast,1.37,103.88,147,0.0,3009,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00
Other,1.28,103.76,172,0.0,3009,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00
West,1.35,103.7,365,0.0,3009,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00
Central,1.3,103.83,1692,0.0,3054,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00
East,1.35,103.95,467,0.0,3054,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00
North,1.42,103.82,229,0.0,3054,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00
Northeast,1.37,103.88,179,0.0,3054,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00
Other,1.28,103.76,171,0.0,3054,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00
West,1.35,103.7,316,0.0,3054,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00
Central,1.3,103.83,1776,0.0,3157,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00
East,1.35,103.95,492,0.0,3157,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00
North,1.42,103.82,211,0.0,3157,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00
Northeast,1.37,103.88,171,0.0,3157,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00
Other,1.28,103.76,159,0.0,3157,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00
West,1.35,103.7,348,0.0,3157,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00
Central,1.3,103.83,1762,0.0,3132,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00
East,1.35,103.95,482,0.0,3132,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00
North,1.42,103.82,209,0.0,3132,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00
Northeast,1.37,103.88,166,0.0,3132,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00
Other,1.28,103.76,179,0.0,3132,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00
West,1.35,103.7,334,0.0,3132,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00
Central,1.3,103.83,1673,0.0,3072,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00
East,1.35,103.95,510,0.0,3072,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00
North,1.42,103.82,196,0.0,3072,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00
Northeast,1.37,103.88,173,0.0,3072,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00
Other,1.28,103.76,180,0.0,3072,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00
West,1.35,103.7,340,0.0,3072,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00
Central,1.3,103.83,1748,0.0,3111,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00
East,1.35,103.95,494,0.0,3111,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00
North,1.42,103.82,225,0.0,3111,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00
Northeast,1.37,103.88,165,0.0,3111,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00
Other,1.28,103.76,163,0.0,3111,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00
West,1.35,103.7,316,0.0,3111,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00
Central,1.3,103.83,1786,0.0,3165,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00
East,1.35,103.95,522,0.0,3165,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00
North,1.42,103.82,220,0.0,3165,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00
Northeast,1.37,103.88,160,0.0,3165,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00
Other,1.28,103.76,181,0.0,3165,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00
West,1.35,103.7,296,0.0,3165,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00
Central,1.3,103.83,1758,0.0,3175,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00
East,1.35,103.95,547,0.0,3175,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00
North,1.42,103.82,216,0.0,3175,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00
Northeast,1.37,103.88,172,0.0,3175,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00
Other,1.28,103.76,182,0.0,3175,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00
West,1.35,103.7,300,0.0,3175,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00
Central,1.3,103.83,1788,0.0,3167,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00
East,1.35,103.95,533,0.0,3167,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00
North,1.42,103.82,203,0.0,3167,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00
Northeast,1.37,103.88,187,0.0,3167,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00
Other,1.28,103.76,172,0.0,3167,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00
West,1.35,103.7,284,0.0,3167,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00
Central,1.3,103.83,1727,0.0,3085,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00
East,1.35,103.95,522,0.0,3085,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00
North,1.42,103.82,188,0.0,3085,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00
Northeast,1.37,103.88,192,0.0,3085,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00
Other,1.28,103.76,164,0.0,3085,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00
West,1.35,103.7,292,0.0,3085,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00
Central,1.3,103.83,1657,0.0,3079,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00
East,1.35,103.95,526,0.0,3079,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00
North,1.42,103.82,189,0.0,3079,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00
Northeast,1.37,103.88,220,0.0,3079,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00
Other,1.28,103.76,201,0.0,3079,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00
West,1.35,103.7,286,0.0,3079,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00
Central,1.3,103.83,1663,0.0,3126,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00
East,1.35,103.95,545,0.0,3126,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00
North,1.42,103.82,199,0.0,3126,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00
Northeast,1.37,103.88,212,0.0,3126,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00
Other,1.28,103.76,192,0.0,3126,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00
West,1.35,103.7,315,0.0,3126,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00+08:00,2026-06-19T10:50:00
Central,1.3,103.83,1722,0.0,3155,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00
East,1.35,103.95,525,0.0,3155,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00
North,1.42,103.82,196,0.0,3155,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00
Northeast,1.37,103.88,210,0.0,3155,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00
Other,1.28,103.76,185,0.0,3155,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00
West,1.35,103.7,317,0.0,3155,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00+08:00,2026-06-19T10:55:00
Central,1.3,103.83,1746,0.0,3220,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00
East,1.35,103.95,544,0.0,3220,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00
North,1.42,103.82,207,0.0,3220,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00
Northeast,1.37,103.88,210,0.0,3220,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00+08:00,2026-06-19T11:00:00
